,Word,valence,arrousal
3232,delete,4,3.71
3233,deli,5.42,4.3
3234,deliberate,4.8,3.48
3235,deliberation,5.19,3.95
3236,delicacy,7,5
3237,delicate,6.38,3.09
3238,delicatessen,6.4,4.45
3239,delicious,7.38,4.92
3240,delight,8.21,5.02
3241,delighted,7.74,5
3242,delightful,7.38,6.16
3243,delinquency,2.55,5.27
3244,delinquent,3.45,4.9
3245,delirious,4.32,5.81
3246,delirium,3.4,4.94
3247,deliver,6,4.75
3248,deliverance,5.73,3.95
3249,delivery,6,4.04
3250,delta,5.3,3.32
3251,delude,3.62,3.95
3252,deluge,4.1,4.7
3253,delusion,3.3,4.6
3254,delusional,3.29,5.8
3255,deluxe,6.76,4.96
3256,demand,4.1,5.85
3257,demeaning,2.62,3.74
3258,demeanor,5.32,2.9
3259,demented,3.11,4.86
3260,dementia,2.85,5.05
3261,demise,3,4.18
3262,demo,5.65,3.91
3263,democracy,6.16,5.05
3264,democrat,5.54,5.65
3265,democratic,5.7,4.33
3266,demographic,4.41,3.73
3267,demolish,2.67,4.5
3268,demolition,3.91,5.23
3269,demon,3,5.34
3270,demonic,3.05,6.24
3271,demonstrate,5.47,4.14
3272,demonstration,5.5,3.53
3273,demure,4.55,3.35
3274,den,5.11,2.86
3275,deniability,3.89,4.5
3276,denial,3.57,4.85
3277,denim,6,3.67
3278,denominator,4.61,4.09
3279,denounce,4.24,4.08
3280,dense,4.68,3.59
3281,density,5.15,3.55
3282,dent,3.52,3.46
3283,dental,4.73,4.79
3284,dentist,3.84,4.37
3285,deny,3.81,5.63
3286,deodorant,6.09,3.73
3287,depart,4.05,3.9
3288,department,5.33,2.5
3289,departmental,4.67,4.12
3290,departure,4.05,3.65
3291,depend,5,4.45
3292,dependable,7.24,3.5
3293,dependence,3.6,3.55
3294,dependency,3.71,4.26
3295,dependent,4.5,3.73
3296,depict,4.74,3.88
3297,deplorable,3.9,4.73
3298,deploy,4.25,4.96
3299,deployment,3.32,5.95
3300,deport,3.14,3.84
3301,deportation,3.57,4.42
3302,depose,4.2,4.3
3303,deposit,6.25,4.5
3304,deposition,3.53,4.18
3305,depository,4.76,4.05
3306,depot,5.18,3.19
3307,depravity,3.05,4.36
3308,depress,2.47,3.14
3309,depressed,2.27,4.25
3310,depressing,2.48,3
3311,depression,2.44,5.2
3312,depressive,2.64,3.48
3313,deprivation,2.58,4.57
3314,deprive,3.37,3.72
3315,depth,5.8,4.35
3316,deputy,5.3,4.05
3317,derail,3.86,4.85
3318,derelict,3.78,4.4
3319,derivative,4.7,3.72
3320,derive,4.72,2.9
3321,dermatologist,6,3.61
3322,derogatory,2.7,3.95
3323,descend,4.67,3.17
3324,descendant,5.26,4.24
3325,descent,5.3,3.9
3326,describe,5.9,2.95
3327,description,5.24,3.64
3328,descriptive,5.74,3.45
3329,desecrate,3.05,4.12
3330,desecration,2.94,5.1
3331,desert,5.36,3.5
3332,deserter,3.27,4.97
3333,desertion,4,3.67
3334,deserve,6.77,4.5
3335,deserving,6.7,4.35
3336,design,6.8,3.95
3337,designate,5.62,4.6
3338,designated,5.1,3.85
3339,designer,5.57,5
3340,desirable,6.95,6.25
3341,desire,7.05,6.2
3342,desist,4.27,3.84
3343,desk,5.56,2.45
3344,desolate,2.95,3.22
3345,desolation,2.91,4.04
3346,despair,3.61,4.64
3347,despairing,3,4.91
3348,desperado,4.4,3.41
3349,desperate,3.19,5
3350,desperation,2.55,6.3
3351,despicable,2.76,4.86
3352,despise,3.08,4.77
3353,despondent,3.81,4.64
3354,dessert,7.2,5.5
3355,destination,6.4,4.57
3356,destiny,6.73,4.76
3357,destitute,2.11,4.2
3358,destroy,2.67,5.16
3359,destroyer,2.16,6.09
3360,destruct,3.5,6.09
3361,destruction,2.53,5.62
3362,destructive,3.11,6.38
3363,detach,4.5,3.19
3364,detached,3.65,3.6
3365,detachment,4.3,3.32
3366,detail,5.67,3.81
3367,detailed,6.1,4.35
3368,detain,3,4.25
3369,detect,5.09,4.57
3370,detection,4.63,3.95
3371,detective,5.06,4.55
3372,detector,4.42,4.52
3373,detention,3.28,4.57
3374,deter,4.05,3.86
3375,detergent,5.42,3.25
3376,deteriorate,3.64,4.86
3377,deteriorating,2.63,5.52
3378,deterioration,2.89,5
3379,determination,7.58,5.52
3380,determine,6,4.68
3381,deterrent,4.58,4.23
3382,detest,3.05,5.09
3383,detonate,3.26,6.1
3384,detonation,3.4,4.83
3385,detonator,4.3,5.39
3386,detour,3.86,4.58
3387,detriment,3.67,4.4
3388,deuce,4.53,3.5
3389,deutschmark,4.42,3.23
3390,devastating,2.09,5.5
3391,devastation,2.91,5.48
3392,develop,6.05,4.5
3393,developer,5.89,3.75
3394,development,5.25,4.23
3395,deviant,3.35,5.62
3396,deviate,5.1,4.27
3397,deviation,4.9,4.7
3398,device,5.79,3.42
3399,devil,3.11,5.4
3400,deviled,3.37,4.24
3401,devilish,4.22,6.38
3402,devious,3.57,3.83
3403,devise,4.45,4.48
3404,devoid,3.61,3.22
3405,devote,5.53,4.05
3406,devoted,7.16,4.22
3407,devotion,6,4.73
3408,devour,5.21,6.06
3409,devout,4.48,4.13
3410,dew,4.79,3.04
3411,dexterity,6.35,3.26
3412,diabetes,2.74,4.04
3413,diabetic,3,3.86
3414,diabolical,3.23,5.32
3415,diagnose,5,3.72
3416,diagnosis,4.62,4
3417,diagnostic,4.81,4.57
3418,diagonal,5.17,3.29
3419,diagram,5.47,3.71
3420,dial,4.63,3.76
3421,dialect,6,4.26
3422,dialogue,6.25,2.86
3423,dialysis,3.24,4.91
3424,diameter,4.76,4.04
3425,diamond,6.88,5.82
3426,diaper,3.71,3.41
3427,diaphragm,4.67,3.96
3428,diarrhea,2.1,6.85
3429,diary,6,3.73
3430,dib,5,3.05
3431,dibs,5.21,4.62
3432,dice,5.8,4.64
3433,dicey,4.24,4.7
3434,dick,3.06,5.6
3435,dickhead,2.6,5.26
3436,dictate,4.4,3.24
3437,dictation,4.26,2.94
3438,dictator,2.77,5.5
3439,dictatorship,2.62,6.38
3440,diction,4.85,3.73
3441,dictionary,6.05,2.91
3442,diddle,4.75,3.15
3443,die,1.67,6.9
3444,diesel,4.32,3.78
3445,diet,4.42,3.83
3446,differ,5.1,3.26
3447,difference,4.89,3.15
3448,different,5.91,3.95
3449,differential,4,3.62
3450,difficult,3.78,4.45
3451,difficulty,2.57,4.21
3452,diffuse,5.04,3.86
3453,dig,5.28,3.67
3454,digest,4.74,2.9
3455,digestion,4.5,3.86
3456,digestive,5,4
3457,digit,4.84,3.05
3458,digital,6,4.36
3459,dignified,6.55,3.48
3460,dignify,5.68,4.24
3461,dignity,7.2,3.71
3462,dike,4.22,4.85
3463,dilation,5.16,4.14
3464,dildo,4.57,5.09
3465,dilemma,4.24,5.19
3466,diligence,5.68,4.63
3467,diligent,6.14,4.33
3468,dill,5.85,3.25
3469,dim,3.37,3.55
3470,dime,5.58,3.52
3471,dimension,5.24,3.73
3472,dimensional,6.16,3.41
3473,diminish,4.05,3.87
3474,diminutive,4.42,3.5
3475,dimwit,3.48,3.5
3476,dine,6.6,4
3477,diner,6.75,4.04
3478,dinghy,4.82,4.17
3479,dingo,5.65,4.25
3480,dingy,3.45,4.57
3481,dining,6.77,4.7
3482,dinky,4.1,3.67
3483,dinner,6.4,3.85
3484,dinnertime,6.58,5.2
3485,dinosaur,6.11,5.33
3486,diocese,5.05,4
3487,dioxide,4.58,3.95
3488,dip,5.42,3.35
3489,diploma,6.32,5.25
3490,diplomacy,5.53,5.22
3491,diplomat,4.65,3.65
3492,diplomatic,5.9,4.45
3493,dipper,5.39,3.36
3494,dippy,4.26,4.32
3495,dipstick,4.09,3.52
3496,dire,3,5
3497,direct,5.75,4.29
3498,direction,5.45,3.33
3499,directive,5.7,4.3
3500,director,4.95,3.75
3501,directory,5.21,3.33
3502,dirt,4.5,3.44
3503,dirty,3.17,5.05
3504,disability,2.95,3.9
3505,disable,3.58,3.6
3506,disabled,2.7,3.71
3507,disadvantage,2.68,3.9
3508,disagree,2.84,4.9
3509,disagreeable,3.29,4.26
3510,disagreement,2.86,3.91
3511,disappear,4.1,4.35
3512,disappearance,3.75,4.95
3513,disappoint,3.38,3.91
3514,disappointed,2.65,4.47
3515,disappointing,2.79,4.1
3516,disappointment,2.79,4.9
3517,disapproval,3.4,4.23
3518,disapprove,3.55,3.81
3519,disarm,4.38,3.7
3520,disaster,1.71,6.35
3521,disastrous,2.21,4.23
3522,disband,4,3.38
3523,disbelief,4.21,5.58
3524,disc,5.6,3.56
3525,discard,4,3.71
3526,discerning,4.95,4.26
3527,discharge,3.4,4.94
3528,disciple,4.67,3.52
3529,disciplinary,3.6,4.56
3530,discipline,5.9,5.8
3531,disciplined,6.15,4.4
3532,disclose,4,4.45
3533,disclosure,4.71,3.15
3534,disco,5.76,5.25
3535,discoloration,3.82,4.05
3536,discomfort,2.84,4.43
3537,disconcerting,3.58,4.36
3538,disconnect,3.81,3.12
3539,discontent,2.75,4.67
3540,discontinue,3.94,3.89
3541,discord,3.58,5.43
3542,discount,5.78,4.62
3543,discourage,3.05,3.73
3544,discouraged,3.18,3.38
3545,discouraging,2.89,4.17
3546,discourse,3.18,4.27
3547,discover,7.18,5.7
3548,discovery,6.81,6.04
3549,discredit,3.14,4.05
3550,discreet,5.05,3.4
3551,discrepancy,3.43,3.75
3552,discretion,5.4,3.57
3553,discretionary,5.53,3
3554,discriminate,3.18,4.05
3555,discriminating,2.33,4.78
3556,discrimination,2.45,5.62
3557,discuss,5.89,2.76
3558,discussion,6.18,5
3559,disdain,3.71,3.21
3560,disdainful,3.13,4.7
3561,disease,1.68,5.5
3562,diseased,2.24,5.48
3563,disembodied,3.73,5.5
3564,disengage,4.05,3.95
3565,disgrace,2.45,4.28
3566,disgraceful,2.35,4.08
3567,disgruntled,3.11,3.55
3568,disguise,4.81,4.36
3569,disgust,3.32,5
3570,disgusted,2.68,4.89
3571,disgusting,2.27,6.15
3572,dish,5.7,3.57
3573,dishonest,3,4.95
3574,dishonesty,2.05,5.39
3575,dishonor,2.37,4.82
3576,dishonorable,2.33,5.76
3577,dishwasher,5.32,3.05
3578,disinfect,5.11,4
3579,disinfectant,5.1,2.96
3580,disintegrate,4.32,5.43
3581,disk,5.24,2.95
3582,dislike,3.25,4.27
3583,disloyal,2.27,5.14
3584,disloyalty,2.57,5.77
3585,dismal,2.6,3.29
3586,dismantle,4.74,4.05
3587,dismay,3.1,2.85
3588,dismiss,4.58,3.7
3589,dismissal,4.05,4.48
3590,dismissive,3.4,2.67
3591,dismount,5.05,3.59
3592,disobedience,3.32,4.5
3593,disobey,3.19,5.35
3594,disorder,3.76,4.9
3595,disorderly,2.95,4.85
3596,disorientation,3.57,5.1
3597,disoriented,3.26,4.81
3598,disown,2.29,4.54
3599,disparage,3,3.96
3600,dispatch,4.9,3.55
3601,dispatcher,4.59,3.86
3602,dispensary,5.05,4.14
3603,dispense,5.24,2.95
3604,dispenser,5.26,4.18
3605,dispersal,4.91,4.43
3606,disperse,4.19,3.67
3607,displace,2.89,3.8
3608,displacement,3.68,3.86
3609,display,6.19,3.81
3610,displease,2.63,5.71
3611,displeased,3.41,4.22
3612,displeasure,2.52,4.81
3613,disposable,4,2.9
3614,disposal,4,4.42
3615,dispose,4,5.53
3616,disposition,4.81,4.16
3617,disprove,3.9,4.3
3618,dispute,2.52,4.55
3619,disqualify,2.47,4.7
3620,disregard,4.52,3.5
3621,disrespect,2.81,5.35
3622,disrespectful,2.71,4.65
3623,disrupt,3.48,4.87
3624,disruption,3.32,5.48
3625,disruptive,3.2,6.1
3626,dissatisfied,3.25,4.82
3627,dissect,3.95,5.43
3628,dissection,3.11,4.32
3629,dissent,4.8,4
3630,dissertation,4.3,3.71
3631,dissociative,3.58,4.61
3632,dissolve,5.43,3.36
3633,dissuade,4.11,3.35
3634,distance,3.89,3.81
3635,distant,4.74,2.95
3636,distasteful,3.17,5.05
3637,distilled,5.16,3.11
3638,distinct,5.55,3.67
3639,distinction,5.05,3.6
3640,distinctive,6.32,3.78
3641,distinguish,5.26,3.87
3642,distinguished,6.62,4.4
3643,distinguishing,5.37,5.7
3644,distort,3.38,3.62
3645,distorted,3.89,5.29
3646,distortion,3.5,4.43
3647,distract,3.68,3.55
3648,distraction,4.05,3.94
3649,distraught,2.81,5.64
3650,distress,3.25,4
3651,distressed,3.38,6.28
3652,distressing,3.58,5.52
3653,distribute,5.05,3.72
3654,distribution,5.5,3.45
3655,distributor,4.62,3.2
3656,district,4.9,3
3657,distrust,2.95,4.05
3658,disturb,3.45,4.98
3659,disturbance,2.68,5.19
3660,disturbing,2.68,5.65
3661,ditch,3.2,3.81
3662,ditto,5.5,3.9
3663,ditty,5.38,3.68
3664,diva,3.68,4.55
3665,dive,5.81,3.79
3666,diver,5.66,5.42
3667,diverse,6,3.64
3668,diversion,5.22,4.48
3669,diversionary,4.42,3.52
3670,diversity,6.14,3.21
3671,divert,4.42,4.1
3672,divide,4.78,4.62
3673,divine,7.15,3.05
3674,division,4.42,3.57
3675,divorce,2.49,5.39
3676,divorcee,3.29,3.8
3677,divulge,4.79,5.43
3678,divvy,4.81,3.27
3679,dizziness,3.36,4.95
3680,dizzy,3.14,4.67
3681,do,5.41,3.67
3682,doable,5.52,4.24
3683,doc,4.67,3.14
3684,docile,5.75,2.47
3685,dock,5.05,3.44
3686,docket,4.53,3.3
3687,docking,5.2,3.74
3688,doctor,5.93,4.05
3689,doctorate,5.95,3.91
3690,doctrine,4.89,3
3691,document,5.42,2.9
3692,documentary,5.91,3.76
3693,documentation,4.84,3.38
3694,documents,5.35,3.73
3695,dodger,4.7,3.95
3696,dodgy,4.79,4.55
3697,dodo,3.91,4
3698,doer,5.63,4.38
3699,dog,7,5.43
3700,dogface,3.95,4.14
3701,doggy,7,4.79
3702,doghouse,5.1,2.68
3703,dojo,6,4.15
3704,dole,4.95,4.4
3705,doll,5.88,3.51
3706,dollar,7.39,5.57
3707,dollhouse,5.6,3.55
3708,dolphin,6.67,3
3709,domain,5.05,3.36
3710,dome,5.95,4.42
3711,domestic,5.05,2.8
3712,domesticated,5.82,3.67
3713,dominance,5.19,5.5
3714,dominant,5.15,5.36
3715,dominate,4.4,6.4
3716,domination,3.57,5
3717,dominatrix,4.32,5.65
3718,dominion,4.62,4.67
3719,domino,5,3.46
3720,donate,6.7,3.25
3721,donation,7,4
3722,donkey,6.29,2.9
3723,donor,6.57,3.76
3724,doodle,6.39,4.09
3725,doom,3,6.17
3726,doomsday,2.8,6.22
3727,door,5.43,3.19
3728,doorbell,5.33,4.17
3729,doorknob,4.86,2.64
3730,doorman,5.45,3.35
3731,doormat,3.68,3.2
3732,doornail,4.68,3.32
3733,doorstep,5.14,3.26
3734,doorway,5.68,3.65
3735,dopamine,4.64,4.58
3736,dope,4.14,4.24
3737,dopey,3.86,2.91
3738,dork,4.35,2.88
3739,dorky,5.12,4.5
3740,dorm,5.16,4.29
3741,dormant,4.85,3
3742,dormitory,5.06,4.5
3743,dorsal,5.05,3.7
3744,dosage,4.57,4
3745,dose,4.91,2.95
3746,dossier,4.84,3.72
3747,dot,4.84,3.09
3748,dotted,4.86,3.33
3749,dotty,5.16,3.55
3750,double,5.78,3.38
3751,doubt,3.28,4.33
3752,doubtful,3.86,4.55
3753,douche,2.9,4.13
3754,dough,6,4.1
3755,doughboy,4.84,4
3756,doughnut,7.5,4.5
3757,douse,3.92,3.92
3758,dove,6.9,3.27
3759,downer,3.47,3.13
3760,downfall,3.2,4.5
3761,downfield,4.84,2.5
3762,download,6,3.6
3763,downriver,5.61,3.55
3764,downside,3.55,4.63
3765,downtime,5.8,3.06
3766,downward,4,4.05
3767,downy,5.77,3.11
3768,dowry,4.7,3.11
3769,doze,5.95,3.37
3770,dozen,5.78,2.95
3771,Dr. Pepper,6.9,4.48
3772,drab,2.76,2.35
3773,draft,5.3,4.1
3774,drafty,4.3,3.73
3775,drag,3.68,4.81
3776,dragon,6.68,5.45
3777,dragonfly,6.45,3.86
3778,drain,3.8,2.94
3779,drainage,3.89,3.52
3780,drainpipe,4.52,2.91
3781,drake,5.05,4.32
3782,drama,4.37,5.14
3783,dramatic,5.17,6.59
3784,drape,4.95,3.29
3785,drastic,4.63,5.2
3786,drat,4.25,3.4
3787,draught,3.9,3.32
3788,draw,6.18,3.6
3789,drawback,4.38,3.08
3790,drawbridge,5.45,3.3
3791,drawer,4.67,3
3792,dread,3,4.5
3793,dreaded,2.11,5.1
3794,dreadful,2.6,4.5
3795,dream,7.43,4.37
3796,dreamboat,7.47,4.27
3797,dreamer,7.45,4.4
3798,dreamland,7,3.95
3799,dreamy,7.52,4.9
3800,dreary,3.55,3.54
3801,dredge,3.32,3.36
3802,dress,6.42,4.73
3803,dresser,5.28,2.58
3804,dressmaker,6.85,3.05
3805,dressy,5.82,4.15
3806,dribble,4.68,3.75
3807,drift,5.09,3.32
3808,drifter,4.95,4.32
3809,driftwood,5.53,3.1
3810,drill,4.73,5.11
3811,drink,6.67,5.19
3812,drinker,3.72,5.32
3813,drip,5.52,3.7
3814,drive,6.5,4.19
3815,drivel,4.29,4.65
3816,driver,6.39,3.15
3817,driveway,4.57,3.38
3818,drizzle,5.18,4.23
3819,droll,5.09,3.41
3820,drone,3.5,4.3
3821,drool,3.28,2.7
3822,droopy,4,3.18
3823,drop,4.23,4.67
3824,dropout,3.33,4.7
3825,dropper,5.05,3.45
3826,drought,2.79,3.55
3827,drown,2.33,5.35
3828,drowsy,4.25,2.83
3829,drug,4.11,4.48
3830,drug dealing,2.81,4.7
3831,druggist,3.89,4
3832,drugs,3.86,5.78
3833,drugstore,4.74,4.05
3834,drum,6.05,4.67
3835,drummer,6.53,4.5
3836,drunk,4.06,5.05
3837,drunk driving,1.58,5.73
3838,drunkard,3.28,4.45
3839,drunken,3,4.36
3840,drunkenness,3.42,6.05
3841,dry,4.86,3.8
3842,dryer,5.21,2.43
3843,dual,5.14,4.39
3844,dub,5.35,4.58
3845,dubious,3.47,4.33
3846,duchess,6.15,3.92
3847,duck,6.11,4
3848,duckling,7.18,3.92
3849,ducky,6.6,3.81
3850,duct,4.24,2.8
3851,dud,3.74,3.33
3852,dude,5.91,3.81
3853,due,4.94,4.38
3854,duel,5.05,5.55
3855,duet,6.11,3.79
3856,duffel,4.9,3.5
3857,dugout,4.55,4.08
3858,duh,4.5,3.9
3859,duke,4.8,4.21
3860,dull,3.4,1.67
3861,dullard,4.68,3.58
3862,dumb,2.44,5.3
3863,dumbbell,4.71,3.54
3864,dummy,3.66,3.79
3865,dump,3.73,3.67
3866,dumpling,6.48,2.5
3867,dumpster,3.48,4
3868,dunce,3.24,4.95
3869,dune,5.35,2.76
3870,dung,3.86,3.45
3871,dungeon,3.52,5.13
3872,dunk,4.67,3.6
3873,duo,6.45,3.75
3874,dupe,4,3.73
3875,duplex,5.67,3.09
3876,duplicate,4.7,4.5
3877,duration,5.43,3.3
3878,duress,2.82,4.45
3879,dusk,5.63,3.52
3880,dusky,4.95,4.55
3881,dust,3.72,3.45
3882,duster,5.26,2.85
3883,dustpan,4.67,2.86
3884,dusty,3.95,4.1
3885,duty,5.33,3.71
3886,dwarf,4.71,3.43
3887,dweeb,4.17,3.86
3888,dwell,4.75,3.14
3889,dwelling,5.21,3.57
3890,dye,5.25,3.3
3891,dyke,3.8,3.67
3892,dynamic,6.1,5.43
3893,dynamite,4.79,6.4
3894,dynamo,6.21,5.18
3895,dynasty,5.16,4.45
3896,dysentery,3,3.75
3897,dysfunction,3.18,4.9
3898,dysfunctional,3.09,4.63
3899,eager,6.37,5.78
3900,eagle,6.47,4.57
3901,ear,5.86,3.5
3902,earful,4.27,4.19
3903,earl,5.15,3.64
3904,earn,7,4.35
3905,earnest,5.9,3.81
3906,earnings,6.37,4.84
3907,earpiece,5.04,3.86
3908,earring,6.45,3.59
3909,earrings,5.32,4.22
3910,earth,6.83,5.04
3911,earthling,5.53,3.09
3912,earthly,5.63,3.55
3913,earthquake,3.05,6.76
3914,earthy,6.5,3.29
3915,ease,6.15,2.45
3916,east,6.33,2.5
3917,eastbound,5.65,2.2
3918,eastern,5.37,3.48
3919,easy,7.47,3.82
3920,easygoing,7.03,3.2
3921,eat,7.1,4.38
3922,eater,4.95,4.23
3923,eavesdrop,4.05,4.33
3924,ebony,6.14,4.32
3925,eccentric,5.37,5.19
3926,echelon,5.55,3.17
3927,echinacea,4.8,3.73
3928,echo,5.2,3.61
3929,eclectic,5.9,4.5
3930,eclipse,6.76,5.12
3931,ecological,5.62,3.81
3932,economic,5.1,3.62
3933,economics,5.2,3.7
3934,economy,3.64,5.32
3935,ecosystem,6.5,3.71
3936,ecstasy,7.19,6.11
3937,ecstatic,6.45,6.95
3938,edema,3.86,3.27
3939,edge,4.43,4.65
3940,edgy,4.81,4.39
3941,edible,6.68,5.15
3942,edifice,5,3.95
3943,edit,4.95,4.1
3944,editing,5.45,5.58
3945,edition,5.3,3.79
3946,editor,5.43,4.09
3947,editorial,5.18,2.9
3948,educate,7.48,4.36
3949,education,6.58,4.64
3950,educational,6.6,4.52
3951,educator,6.58,3.5
3952,eel,4.14,4.79
3953,eerie,3.4,5.57
3954,effect,5.5,4.08
3955,effective,6.95,3.95
3956,effectiveness,6.9,4.95
3957,efficiency,6.74,3.74
3958,efficient,6.95,3.86
3959,effort,6.47,4.12
3960,effortless,7.1,3.43
3961,egg,5.95,3.28
3962,egghead,4.47,3.59
3963,eggnog,6,4.27
3964,eggplant,5.55,3.14
3965,eggshell,5.2,3.17
3966,ego,4.38,4.17
3967,egomaniac,3.68,5.53
3968,egotistical,3.08,5.14
3969,eight,5.37,3.48
3970,eighteen,5.72,3.83
3971,eighty,5.43,3.41
3972,ejaculate,6,6.15
3973,ejaculation,5.42,6.18
3974,eject,3.95,4.42
3975,ejection,3.5,4.29
3976,El Nino,4.29,4.09
3977,elaborate,6.38,4.23
3978,elastic,5.71,4.35
3979,elated,6.56,5.14
3980,elbow,5.38,3.2
3981,elder,6.11,2.5
3982,elderly,4.63,2.73
3983,elect,5.52,4
3984,election,4.5,4.23
3985,elective,5.38,3.54
3986,electoral,4.21,3.86
3987,electric,6.1,4.05
3988,electric slide,6.05,4.73
3989,electrical,5.57,6
3990,electrician,5.21,3.19
3991,electricity,6.15,4.3
3992,electrocute,3.27,6
3993,electrocution,2.45,5.76
3994,electromagnetic,5.1,5.22
3995,electron,5.33,3.82
3996,electronic,6.52,3.64
3997,electronics,6.5,4.6
3998,elegance,6.91,4.24
3999,elegant,7,4.43
4000,element,5.58,3.9
4001,elemental,5.19,4.35
4002,elementary,6.11,3.5
4003,elephant,6.17,4.23
4004,elevate,6.42,4.65
4005,elevation,5.67,3.57
4006,elevator,5.95,3.65
4007,eleven,5,3.05
4008,elf,6.1,4.3
4009,elicit,4.14,5.27
4010,eligible,6.45,4.81
4011,eliminate,3.89,3.64
4012,elimination,3.86,3.35
4013,elite,5.71,5.9
4014,elitist,4.5,4.57
4015,elixir,5.68,3.95
4016,elk,5.81,3.48
4017,elm,6.32,3.05
4018,elope,6.58,5.7
4019,eloquence,6.76,3.91
4020,eloquent,7.16,4.61
4021,elude,4.62,4
4022,elusive,4.3,4.5
4023,email,6,4.5
4024,emancipation,6.57,3.65
4025,embankment,5,3.62
4026,embargo,5.05,4.59
4027,embark,5.89,4.3
4028,embarrass,3.38,5.47
4029,embarrassed,3.51,5.38
4030,embarrassing,3.53,5.95
4031,embarrassment,2.72,5.45
4032,embassy,5.3,3.91
4033,embattled,4.05,4.02
4034,embezzlement,2.95,4.67
4035,embezzler,3.05,5.24
4036,emblem,6,2.67
4037,embodiment,5.72,3.78
4038,embolism,2.14,4.17
4039,embrace,7,5.82
4040,embroidery,6.53,2.85
4041,embryo,5.75,3.7
4042,emcee,5.15,4.05
4043,emerald,7.3,5.33
4044,emerge,5.75,4.74
4045,emergency,2.72,6.43
4046,emery,4.74,3.59
4047,eminence,5.43,4.5
4048,eminent,5.58,4.95
4049,emissary,4.76,3.39
4050,emission,4.1,3.67
4051,emit,4.81,3.96
4052,emotion,6.62,4.75
4053,emotional,5.11,5.32
4054,empathize,7.1,3.55
4055,empathy,7.29,3.62
4056,emperor,4.68,4.25
4057,emphasis,5.26,4.1
4058,emphasize,5.75,4.21
4059,emphysema,2.47,4.25
4060,empire,5.36,4.59
4061,empirical,4.67,4.14
4062,employ,5.89,3.83
4063,employee,5.29,4.65
4064,employer,5.3,4.06
4065,employment,6,5.02
4066,emporium,5.25,4.17
4067,empress,4.95,3.87
4068,emptiness,3.26,3.18
4069,empty,3.78,2.25
4070,emu,5.45,4
4071,emulate,5.11,4.15
4072,enable,5.13,3.95
4073,enamel,5.42,3.79
4074,enchanted,7.16,5.27
4075,enchanting,6.8,5.56
4076,enchantment,6.8,5.29
4077,enchantress,5.82,4.1
4078,enchilada,6.63,4.39
4079,enclosure,4.6,3.35
4080,encore,6.9,4.09
4081,encounter,5.16,4.67
4082,encourage,7.16,4.38
4083,encouragement,6.7,5.59
4084,encouraging,6.89,4.23
4085,encryption,5.14,4
4086,encyclopedia,6.14,5
4087,end,4.73,3.95
4088,end table,5.25,2.7
4089,endanger,2.67,4.72
4090,endangerment,3,4.84
4091,endearing,7.17,4.17
4092,endeavor,6.42,4.19
4093,endgame,4.23,5.26
4094,ending,4.23,4.19
4095,endless,4,4.23
4096,endorse,5.2,3.17
4097,endorsement,6.05,3.76
4098,endowment,6,3.67
4099,endurance,6.86,5.6
4100,endure,4.95,3.77
4101,enduring,6.67,3.36
4102,enema,3.29,4.13
4103,enemy,2.22,5.3
4104,energetic,7.57,6.1
4105,energize,7.43,6
4106,energy,6.9,6.25
4107,enforce,5.32,5.3
4108,enforcement,4.67,4.48
4109,enforcer,3.81,4.2
4110,engage,6.6,5.28
4111,engaged,6.78,5.2
4112,engagement,6.65,5.19
4113,engine,5.48,3.89
4114,engineer,5.79,4.22
4115,engineering,6,3.14
4116,engraving,6.17,3.05
4117,enhance,6.62,4.04
4118,enhancement,6.29,4.39
4119,enigma,5.35,4.65
4120,enjoy,7.67,5
4121,enjoyable,7.63,4.77
4122,enjoyment,8.37,5.48
4123,enlarge,5.33,3.87
4124,enlargement,4.65,3.86
4125,enlighten,7.38,3.23
4126,enlightening,7,5.91
4127,enlightenment,6.79,4.52
4128,enlist,4.42,3.71
4129,ennui,4.13,3.26
4130,enormous,5.68,5.05
4131,enraged,2.33,5.22
4132,enroll,5.94,4.25
4133,enrollment,6.19,3.76
4134,ensemble,5.67,3.86
4135,enslave,2.67,5.35
4136,ensure,5.71,3.57
4137,entail,5.35,4.11
4138,enter,6.09,4.3
4139,enterprise,6,4
4140,enterprising,5.52,4.33
4141,entertain,7.21,5.19
4142,entertainer,6.48,6.15
4143,entertaining,8,5.28
4144,entertainment,7.59,6.42
4145,enthusiasm,7.14,4.18
4146,enthusiast,6.65,5.91
4147,enthusiastic,7.55,5.9
4148,entice,5.33,4.42
4149,entire,5.67,2.85
4150,entirety,5.95,3.1
4151,entitle,4.89,4
4152,entity,5.19,3.48
4153,entourage,4.9,4
4154,entrails,3.37,4.7
4155,entrance,6.05,3.7
4156,entrapment,3.3,5.91
4157,entree,6.63,3.95
4158,entrepreneur,6.14,3.68
4159,entrust,6.32,3.2
4160,entry,4.95,4.41
4161,envelope,5.95,2.8
4162,envious,3.52,5.1
4163,environment,6.7,3.45
4164,environmental,5.5,6.05
4165,envision,6.14,3.76
4166,envoy,4.9,3.74
4167,envy,3.05,4.35
4168,enzyme,5.14,3.1
4169,epic,7.19,4.8
4170,epidemic,2.05,6.18
4171,epidural,3.65,4.94
4172,epilepsy,2.7,5
4173,epileptic,3.32,4.62
4174,epiphany,7.06,4.6
4175,episode,5,3.67
4176,epitaph,4.53,3.52
